       Step     Time          Energy          fmax
LBFGS:    0 07:33:24     -108.402196        0.535121
LBFGS:    1 07:33:24     -108.417265        0.519879
LBFGS:    2 07:33:25     -108.508697        0.750221
LBFGS:    3 07:33:25     -108.561591        0.204477
LBFGS:    4 07:33:25     -108.570614        0.251727
LBFGS:    5 07:33:25     -108.576189        0.297456
LBFGS:    6 07:33:25     -108.586589        0.318174
LBFGS:    7 07:33:25     -108.604627        0.253543
LBFGS:    8 07:33:25     -108.618438        0.126672
LBFGS:    9 07:33:25     -108.623384        0.111361
LBFGS:   10 07:33:25     -108.625282        0.084612
LBFGS:   11 07:33:25     -108.625959        0.068950
LBFGS:   12 07:33:26     -108.627277        0.053900
LBFGS:   13 07:33:26     -108.629087        0.045566
LBFGS:   14 07:33:26     -108.630195        0.047116
LBFGS:   15 07:33:26     -108.630575        0.043878
LBFGS:   16 07:33:26     -108.630710        0.039437
LBFGS:   17 07:33:26     -108.630863        0.033647
LBFGS:   18 07:33:26     -108.631150        0.021764
LBFGS:   19 07:33:26     -108.631501        0.024583
LBFGS:   20 07:33:26     -108.631754        0.023399
LBFGS:   21 07:33:26     -108.631849        0.017424
