       Step     Time          Energy          fmax
LBFGS:    0 07:33:40     -218.824477        0.678870
LBFGS:    1 07:33:40     -218.866376        0.639625
LBFGS:    2 07:33:40     -219.084369        0.403111
LBFGS:    3 07:33:40     -219.120183        0.270612
LBFGS:    4 07:33:40     -219.132624        0.220857
LBFGS:    5 07:33:40     -219.172601        0.167077
LBFGS:    6 07:33:40     -219.202489        0.209591
LBFGS:    7 07:33:40     -219.215721        0.233731
LBFGS:    8 07:33:40     -219.234759        0.224013
LBFGS:    9 07:33:40     -219.255109        0.236852
LBFGS:   10 07:33:41     -219.276856        0.248287
LBFGS:   11 07:33:41     -219.302770        0.209361
LBFGS:   12 07:33:41     -219.323618        0.176467
LBFGS:   13 07:33:41     -219.332334        0.172154
LBFGS:   14 07:33:41     -219.344346        0.163913
LBFGS:   15 07:33:41     -219.362662        0.203611
LBFGS:   16 07:33:41     -219.381534        0.191294
LBFGS:   17 07:33:41     -219.398445        0.126382
LBFGS:   18 07:33:41     -219.405861        0.134589
LBFGS:   19 07:33:41     -219.409922        0.125304
LBFGS:   20 07:33:41     -219.414151        0.102048
LBFGS:   21 07:33:41     -219.422732        0.095916
LBFGS:   22 07:33:41     -219.431188        0.090777
LBFGS:   23 07:33:41     -219.435415        0.099907
LBFGS:   24 07:33:41     -219.437618        0.098662
LBFGS:   25 07:33:42     -219.441333        0.080662
LBFGS:   26 07:33:42     -219.444731        0.068670
LBFGS:   27 07:33:42     -219.449108        0.053323
LBFGS:   28 07:33:42     -219.452115        0.080109
LBFGS:   29 07:33:42     -219.454021        0.085560
LBFGS:   30 07:33:42     -219.455719        0.079941
LBFGS:   31 07:33:42     -219.458189        0.065354
LBFGS:   32 07:33:42     -219.461781        0.064631
LBFGS:   33 07:33:42     -219.464569        0.051691
LBFGS:   34 07:33:42     -219.465986        0.059163
LBFGS:   35 07:33:42     -219.466747        0.055771
LBFGS:   36 07:33:42     -219.467737        0.047812
LBFGS:   37 07:33:42     -219.469632        0.043399
LBFGS:   38 07:33:42     -219.471923        0.041272
LBFGS:   39 07:33:43     -219.473578        0.033247
LBFGS:   40 07:33:43     -219.474257        0.034060
LBFGS:   41 07:33:43     -219.474695        0.031964
LBFGS:   42 07:33:43     -219.475503        0.029902
LBFGS:   43 07:33:43     -219.476771        0.039941
LBFGS:   44 07:33:43     -219.478087        0.036353
LBFGS:   45 07:33:43     -219.478621        0.029170
LBFGS:   46 07:33:43     -219.478904        0.025557
LBFGS:   47 07:33:43     -219.479127        0.023465
LBFGS:   48 07:33:43     -219.479649        0.025785
LBFGS:   49 07:33:43     -219.480452        0.024602
LBFGS:   50 07:33:43     -219.481386        0.025615
LBFGS:   51 07:33:44     -219.481877        0.028162
LBFGS:   52 07:33:44     -219.482104        0.028113
LBFGS:   53 07:33:44     -219.482373        0.025341
LBFGS:   54 07:33:44     -219.482887        0.028451
LBFGS:   55 07:33:44     -219.483628        0.031324
LBFGS:   56 07:33:44     -219.484454        0.031190
LBFGS:   57 07:33:44     -219.485037        0.039455
LBFGS:   58 07:33:44     -219.485519        0.041374
LBFGS:   59 07:33:44     -219.486278        0.040069
LBFGS:   60 07:33:44     -219.487887        0.046757
LBFGS:   61 07:33:44     -219.490662        0.053211
LBFGS:   62 07:33:45     -219.493687        0.043842
LBFGS:   63 07:33:45     -219.495492        0.046503
LBFGS:   64 07:33:45     -219.496360        0.049401
LBFGS:   65 07:33:45     -219.497041        0.047775
LBFGS:   66 07:33:45     -219.498341        0.040848
LBFGS:   67 07:33:45     -219.499986        0.036884
LBFGS:   68 07:33:45     -219.501286        0.027903
LBFGS:   69 07:33:45     -219.501800        0.029086
LBFGS:   70 07:33:45     -219.501993        0.025580
LBFGS:   71 07:33:45     -219.502194        0.021123
LBFGS:   72 07:33:45     -219.502577        0.014849
