       Step     Time          Energy          fmax
LBFGS:    0 07:33:28     -220.174327        0.535158
LBFGS:    1 07:33:28     -220.189431        0.519908
LBFGS:    2 07:33:28     -220.281165        0.748896
LBFGS:    3 07:33:29     -220.333999        0.204806
LBFGS:    4 07:33:29     -220.343039        0.250945
LBFGS:    5 07:33:29     -220.348692        0.296783
LBFGS:    6 07:33:29     -220.359147        0.317407
LBFGS:    7 07:33:29     -220.377385        0.252418
LBFGS:    8 07:33:29     -220.391547        0.127977
LBFGS:    9 07:33:29     -220.396783        0.113134
LBFGS:   10 07:33:29     -220.398953        0.086246
LBFGS:   11 07:33:29     -220.399883        0.068524
LBFGS:   12 07:33:29     -220.401644        0.061381
LBFGS:   13 07:33:29     -220.404428        0.056371
LBFGS:   14 07:33:29     -220.406448        0.055140
LBFGS:   15 07:33:29     -220.407318        0.051639
LBFGS:   16 07:33:29     -220.407662        0.045179
LBFGS:   17 07:33:29     -220.407953        0.037310
LBFGS:   18 07:33:29     -220.408502        0.028070
LBFGS:   19 07:33:29     -220.409186        0.023168
LBFGS:   20 07:33:30     -220.409634        0.024532
LBFGS:   21 07:33:30     -220.409792        0.017901
