       Step     Time          Energy          fmax
LBFGS:    0 07:33:05     -109.033070        0.285839
LBFGS:    1 07:33:05     -109.038209        0.270571
LBFGS:    2 07:33:05     -109.070407        0.192190
LBFGS:    3 07:33:05     -109.072319        0.138131
LBFGS:    4 07:33:05     -109.076177        0.138696
LBFGS:    5 07:33:05     -109.091386        0.152394
LBFGS:    6 07:33:05     -109.115972        0.277131
LBFGS:    7 07:33:05     -109.150545        0.568085
LBFGS:    8 07:33:05     -109.202119        0.758807
LBFGS:    9 07:33:06     -109.235912        0.606757
LBFGS:   10 07:33:06     -109.267645        0.405063
LBFGS:   11 07:33:06     -109.329979        0.523982
LBFGS:   12 07:33:06     -109.401161        0.356840
LBFGS:   13 07:33:06     -109.427682        0.350096
LBFGS:   14 07:33:06     -109.450225        0.293397
LBFGS:   15 07:33:06     -109.457974        0.241296
LBFGS:   16 07:33:06     -109.479533        0.215355
LBFGS:   17 07:33:06     -109.520134        0.184919
LBFGS:   18 07:33:06     -109.539898        0.310497
LBFGS:   19 07:33:06     -109.551037        0.285620
LBFGS:   20 07:33:06     -109.563694        0.230996
LBFGS:   21 07:33:06     -109.576592        0.269650
LBFGS:   22 07:33:06     -109.597871        0.257049
LBFGS:   23 07:33:07     -109.625026        0.241194
LBFGS:   24 07:33:07     -109.656826        0.289152
LBFGS:   25 07:33:07     -109.685053        0.314143
LBFGS:   26 07:33:07     -109.693957        0.200204
LBFGS:   27 07:33:07     -109.700457        0.122680
LBFGS:   28 07:33:07     -109.709563        0.119950
LBFGS:   29 07:33:07     -109.721791        0.160072
LBFGS:   30 07:33:07     -109.731359        0.173597
LBFGS:   31 07:33:07     -109.739093        0.210050
LBFGS:   32 07:33:07     -109.743747        0.197649
LBFGS:   33 07:33:07     -109.748782        0.158463
LBFGS:   34 07:33:07     -109.756964        0.116483
LBFGS:   35 07:33:07     -109.769398        0.122405
LBFGS:   36 07:33:07     -109.780265        0.094565
LBFGS:   37 07:33:07     -109.785957        0.097112
LBFGS:   38 07:33:07     -109.787464        0.086616
LBFGS:   39 07:33:08     -109.788980        0.073144
LBFGS:   40 07:33:08     -109.791845        0.069260
LBFGS:   41 07:33:08     -109.796468        0.081249
LBFGS:   42 07:33:08     -109.801430        0.078436
LBFGS:   43 07:33:08     -109.804239        0.090725
LBFGS:   44 07:33:08     -109.805195        0.088922
LBFGS:   45 07:33:08     -109.805973        0.077832
LBFGS:   46 07:33:08     -109.807412        0.055635
LBFGS:   47 07:33:08     -109.809833        0.049984
LBFGS:   48 07:33:08     -109.812575        0.047035
LBFGS:   49 07:33:08     -109.814375        0.047663
LBFGS:   50 07:33:08     -109.815028        0.042575
LBFGS:   51 07:33:08     -109.815348        0.034412
LBFGS:   52 07:33:08     -109.815894        0.035379
LBFGS:   53 07:33:09     -109.816897        0.039625
LBFGS:   54 07:33:09     -109.818210        0.056050
LBFGS:   55 07:33:09     -109.819282        0.070549
LBFGS:   56 07:33:09     -109.819900        0.068217
LBFGS:   57 07:33:09     -109.820456        0.059492
LBFGS:   58 07:33:09     -109.821531        0.066609
LBFGS:   59 07:33:09     -109.823385        0.069177
LBFGS:   60 07:33:09     -109.825389        0.050150
LBFGS:   61 07:33:09     -109.826444        0.029520
LBFGS:   62 07:33:09     -109.826803        0.027544
LBFGS:   63 07:33:09     -109.826918        0.024692
LBFGS:   64 07:33:10     -109.827109        0.020647
LBFGS:   65 07:33:10     -109.827645        0.026836
LBFGS:   66 07:33:10     -109.828315        0.029301
LBFGS:   67 07:33:10     -109.828889        0.022796
LBFGS:   68 07:33:10     -109.829108        0.018524
