       Step     Time          Energy          fmax
LBFGS:    0 07:33:46     -274.710549        0.678869
LBFGS:    1 07:33:46     -274.752472        0.639625
LBFGS:    2 07:33:46     -274.970465        0.403115
LBFGS:    3 07:33:46     -275.006246        0.270612
LBFGS:    4 07:33:46     -275.018693        0.220856
LBFGS:    5 07:33:46     -275.058682        0.167079
LBFGS:    6 07:33:46     -275.088567        0.209596
LBFGS:    7 07:33:46     -275.101791        0.233739
LBFGS:    8 07:33:46     -275.120841        0.224019
LBFGS:    9 07:33:46     -275.141179        0.236854
LBFGS:   10 07:33:47     -275.162958        0.248292
LBFGS:   11 07:33:47     -275.188843        0.209349
LBFGS:   12 07:33:47     -275.209698        0.176467
LBFGS:   13 07:33:47     -275.218440        0.172157
LBFGS:   14 07:33:47     -275.230448        0.163981
LBFGS:   15 07:33:47     -275.248800        0.203783
LBFGS:   16 07:33:47     -275.267690        0.191580
LBFGS:   17 07:33:47     -275.284677        0.126736
LBFGS:   18 07:33:47     -275.292163        0.135351
LBFGS:   19 07:33:47     -275.296275        0.125970
LBFGS:   20 07:33:47     -275.300510        0.102700
LBFGS:   21 07:33:47     -275.309179        0.095966
LBFGS:   22 07:33:47     -275.317601        0.090612
LBFGS:   23 07:33:47     -275.321784        0.100219
LBFGS:   24 07:33:47     -275.323992        0.098645
LBFGS:   25 07:33:47     -275.327563        0.080200
LBFGS:   26 07:33:48     -275.330838        0.068090
LBFGS:   27 07:33:48     -275.335032        0.052717
LBFGS:   28 07:33:48     -275.337975        0.078950
LBFGS:   29 07:33:48     -275.339805        0.084480
LBFGS:   30 07:33:48     -275.341563        0.079303
LBFGS:   31 07:33:48     -275.344167        0.065284
LBFGS:   32 07:33:48     -275.348075        0.068752
LBFGS:   33 07:33:48     -275.351348        0.056963
LBFGS:   34 07:33:48     -275.353157        0.067199
LBFGS:   35 07:33:48     -275.354201        0.064030
LBFGS:   36 07:33:48     -275.355448        0.055320
LBFGS:   37 07:33:48     -275.357932        0.051046
LBFGS:   38 07:33:48     -275.360963        0.049017
LBFGS:   39 07:33:48     -275.363146        0.035186
LBFGS:   40 07:33:48     -275.364033        0.035953
LBFGS:   41 07:33:48     -275.364583        0.033657
LBFGS:   42 07:33:48     -275.365551        0.030484
LBFGS:   43 07:33:48     -275.367159        0.042224
LBFGS:   44 07:33:49     -275.368926        0.039223
LBFGS:   45 07:33:49     -275.369715        0.032515
LBFGS:   46 07:33:49     -275.370104        0.028335
LBFGS:   47 07:33:49     -275.370374        0.023431
LBFGS:   48 07:33:49     -275.370984        0.025118
LBFGS:   49 07:33:49     -275.371909        0.024752
LBFGS:   50 07:33:49     -275.372838        0.021576
LBFGS:   51 07:33:49     -275.373257        0.024240
LBFGS:   52 07:33:49     -275.373440        0.022877
LBFGS:   53 07:33:49     -275.373615        0.019163
