       Step     Time          Energy          fmax
LBFGS:    0 07:33:26     -164.288264        0.535159
LBFGS:    1 07:33:27     -164.303341        0.519908
LBFGS:    2 07:33:27     -164.395007        0.748914
LBFGS:    3 07:33:27     -164.447869        0.204859
LBFGS:    4 07:33:27     -164.456917        0.250798
LBFGS:    5 07:33:27     -164.462527        0.296634
LBFGS:    6 07:33:27     -164.472980        0.317269
LBFGS:    7 07:33:27     -164.491232        0.252446
LBFGS:    8 07:33:27     -164.505435        0.127960
LBFGS:    9 07:33:27     -164.510665        0.113165
LBFGS:   10 07:33:27     -164.512851        0.086107
LBFGS:   11 07:33:28     -164.513769        0.068418
LBFGS:   12 07:33:28     -164.515502        0.060847
LBFGS:   13 07:33:28     -164.518206        0.055414
LBFGS:   14 07:33:28     -164.520160        0.054115
LBFGS:   15 07:33:28     -164.520955        0.050516
LBFGS:   16 07:33:28     -164.521249        0.044281
LBFGS:   17 07:33:28     -164.521516        0.036922
LBFGS:   18 07:33:28     -164.522012        0.025582
LBFGS:   19 07:33:28     -164.522543        0.023244
LBFGS:   20 07:33:28     -164.522914        0.023399
LBFGS:   21 07:33:28     -164.523026        0.016908
