       Step     Time          Energy          fmax
LBFGS:    0 07:33:35     -162.938394        0.678870
LBFGS:    1 07:33:35     -162.980297        0.639627
LBFGS:    2 07:33:35     -163.198303        0.403133
LBFGS:    3 07:33:35     -163.234114        0.270618
LBFGS:    4 07:33:35     -163.246559        0.220863
LBFGS:    5 07:33:36     -163.286543        0.167068
LBFGS:    6 07:33:36     -163.316404        0.209594
LBFGS:    7 07:33:36     -163.329645        0.233720
LBFGS:    8 07:33:36     -163.348673        0.223940
LBFGS:    9 07:33:36     -163.368972        0.236705
LBFGS:   10 07:33:36     -163.390664        0.247958
LBFGS:   11 07:33:36     -163.416496        0.208733
LBFGS:   12 07:33:36     -163.437201        0.176288
LBFGS:   13 07:33:36     -163.445861        0.171902
LBFGS:   14 07:33:36     -163.457775        0.162844
LBFGS:   15 07:33:36     -163.475992        0.202289
LBFGS:   16 07:33:36     -163.494706        0.189926
LBFGS:   17 07:33:37     -163.511548        0.125113
LBFGS:   18 07:33:37     -163.519012        0.134923
LBFGS:   19 07:33:37     -163.523165        0.125982
LBFGS:   20 07:33:37     -163.527530        0.102585
LBFGS:   21 07:33:37     -163.536331        0.096605
LBFGS:   22 07:33:37     -163.545008        0.091187
LBFGS:   23 07:33:37     -163.549244        0.099862
LBFGS:   24 07:33:37     -163.551434        0.098095
LBFGS:   25 07:33:37     -163.554742        0.079512
LBFGS:   26 07:33:37     -163.557664        0.066069
LBFGS:   27 07:33:37     -163.561156        0.051082
LBFGS:   28 07:33:37     -163.563480        0.067088
LBFGS:   29 07:33:37     -163.564804        0.070909
LBFGS:   30 07:33:37     -163.566000        0.065693
LBFGS:   31 07:33:37     -163.567759        0.054356
LBFGS:   32 07:33:38     -163.570268        0.057288
LBFGS:   33 07:33:38     -163.572209        0.039300
LBFGS:   34 07:33:38     -163.573216        0.046895
LBFGS:   35 07:33:38     -163.573737        0.045031
LBFGS:   36 07:33:38     -163.574605        0.037752
LBFGS:   37 07:33:38     -163.576074        0.036034
LBFGS:   38 07:33:38     -163.577935        0.033527
LBFGS:   39 07:33:38     -163.579200        0.039431
LBFGS:   40 07:33:38     -163.579850        0.041099
LBFGS:   41 07:33:38     -163.580347        0.037991
LBFGS:   42 07:33:38     -163.581360        0.039289
LBFGS:   43 07:33:38     -163.583209        0.054344
LBFGS:   44 07:33:38     -163.585722        0.056986
LBFGS:   45 07:33:38     -163.587187        0.049194
LBFGS:   46 07:33:39     -163.587899        0.044993
LBFGS:   47 07:33:39     -163.588402        0.038019
LBFGS:   48 07:33:39     -163.589235        0.035944
LBFGS:   49 07:33:39     -163.591127        0.035429
LBFGS:   50 07:33:39     -163.593872        0.048582
LBFGS:   51 07:33:39     -163.596526        0.064784
LBFGS:   52 07:33:39     -163.597905        0.066135
LBFGS:   53 07:33:39     -163.598830        0.059522
LBFGS:   54 07:33:39     -163.600316        0.045792
LBFGS:   55 07:33:39     -163.602700        0.051020
LBFGS:   56 07:33:39     -163.605650        0.044459
LBFGS:   57 07:33:39     -163.607641        0.045885
LBFGS:   58 07:33:39     -163.608660        0.044531
LBFGS:   59 07:33:40     -163.609385        0.039872
LBFGS:   60 07:33:40     -163.610747        0.043079
LBFGS:   61 07:33:40     -163.612597        0.039151
LBFGS:   62 07:33:40     -163.614072        0.024084
LBFGS:   63 07:33:40     -163.614626        0.019449
