       Step     Time          Energy          fmax
LBFGS:    0 07:33:30     -276.060396        0.535160
LBFGS:    1 07:33:30     -276.075468        0.519908
LBFGS:    2 07:33:30     -276.167236        0.748892
LBFGS:    3 07:33:30     -276.220078        0.204804
LBFGS:    4 07:33:30     -276.229134        0.250951
LBFGS:    5 07:33:30     -276.234759        0.296795
LBFGS:    6 07:33:30     -276.245212        0.317425
LBFGS:    7 07:33:30     -276.263461        0.252425
LBFGS:    8 07:33:30     -276.277633        0.127977
LBFGS:    9 07:33:30     -276.282861        0.113138
LBFGS:   10 07:33:30     -276.285035        0.086255
LBFGS:   11 07:33:30     -276.285982        0.068536
LBFGS:   12 07:33:31     -276.287736        0.061368
LBFGS:   13 07:33:31     -276.290509        0.056368
LBFGS:   14 07:33:31     -276.292538        0.055119
LBFGS:   15 07:33:31     -276.293390        0.051639
LBFGS:   16 07:33:31     -276.293735        0.045199
LBFGS:   17 07:33:31     -276.294050        0.037303
LBFGS:   18 07:33:31     -276.294593        0.028110
LBFGS:   19 07:33:31     -276.295268        0.023307
LBFGS:   20 07:33:31     -276.295748        0.024758
LBFGS:   21 07:33:31     -276.295886        0.018098
