       Step     Time          Energy          fmax
LBFGS:    0 07:33:32     -107.052494        0.678743
LBFGS:    1 07:33:33     -107.094380        0.639508
LBFGS:    2 07:33:33     -107.312201        0.402175
LBFGS:    3 07:33:33     -107.347705        0.270341
LBFGS:    4 07:33:33     -107.360140        0.220490
LBFGS:    5 07:33:33     -107.399792        0.167919
LBFGS:    6 07:33:33     -107.429410        0.207534
LBFGS:    7 07:33:33     -107.442388        0.230983
LBFGS:    8 07:33:33     -107.460777        0.223011
LBFGS:    9 07:33:33     -107.480196        0.233486
LBFGS:   10 07:33:33     -107.500939        0.243655
LBFGS:   11 07:33:33     -107.524358        0.194849
LBFGS:   12 07:33:33     -107.543190        0.173477
LBFGS:   13 07:33:33     -107.550516        0.167172
LBFGS:   14 07:33:33     -107.560901        0.146853
LBFGS:   15 07:33:34     -107.576109        0.176314
LBFGS:   16 07:33:34     -107.589928        0.160723
LBFGS:   17 07:33:34     -107.601694        0.102766
LBFGS:   18 07:33:34     -107.605861        0.096275
LBFGS:   19 07:33:34     -107.607999        0.084601
LBFGS:   20 07:33:34     -107.610240        0.069139
LBFGS:   21 07:33:34     -107.615148        0.086903
LBFGS:   22 07:33:34     -107.620007        0.097730
LBFGS:   23 07:33:34     -107.622870        0.132122
LBFGS:   24 07:33:34     -107.625457        0.143238
LBFGS:   25 07:33:34     -107.630032        0.135508
LBFGS:   26 07:33:34     -107.636023        0.105359
LBFGS:   27 07:33:34     -107.642566        0.072898
LBFGS:   28 07:33:34     -107.647211        0.069687
LBFGS:   29 07:33:34     -107.650039        0.081710
LBFGS:   30 07:33:35     -107.651775        0.088275
LBFGS:   31 07:33:35     -107.654507        0.091434
LBFGS:   32 07:33:35     -107.660412        0.100524
LBFGS:   33 07:33:35     -107.669185        0.106177
LBFGS:   34 07:33:35     -107.676136        0.067560
LBFGS:   35 07:33:35     -107.678371        0.026325
LBFGS:   36 07:33:35     -107.678658        0.017013
