       Step     Time          Energy          fmax
LBFGS:    0 07:33:10     -164.919141        0.285839
LBFGS:    1 07:33:10     -164.924282        0.270573
LBFGS:    2 07:33:10     -164.956475        0.192206
LBFGS:    3 07:33:10     -164.958393        0.138114
LBFGS:    4 07:33:10     -164.962250        0.138693
LBFGS:    5 07:33:10     -164.977477        0.152461
LBFGS:    6 07:33:11     -165.002085        0.277424
LBFGS:    7 07:33:11     -165.036691        0.569215
LBFGS:    8 07:33:11     -165.088381        0.760141
LBFGS:    9 07:33:11     -165.122286        0.607713
LBFGS:   10 07:33:11     -165.153947        0.406044
LBFGS:   11 07:33:11     -165.216308        0.523488
LBFGS:   12 07:33:11     -165.287654        0.356769
LBFGS:   13 07:33:11     -165.314259        0.351441
LBFGS:   14 07:33:11     -165.336675        0.296552
LBFGS:   15 07:33:11     -165.344561        0.243182
LBFGS:   16 07:33:11     -165.364833        0.217271
LBFGS:   17 07:33:12     -165.406929        0.185172
LBFGS:   18 07:33:12     -165.427524        0.313895
LBFGS:   19 07:33:12     -165.439145        0.292910
LBFGS:   20 07:33:12     -165.452813        0.238558
LBFGS:   21 07:33:12     -165.467654        0.289033
LBFGS:   22 07:33:12     -165.494760        0.283443
LBFGS:   23 07:33:12     -165.516622        0.326733
LBFGS:   24 07:33:12     -165.550694        0.230021
LBFGS:   25 07:33:12     -165.585788        0.234065
LBFGS:   26 07:33:12     -165.590780        0.171142
LBFGS:   27 07:33:12     -165.604956        0.144841
LBFGS:   28 07:33:12     -165.618687        0.136305
LBFGS:   29 07:33:12     -165.629115        0.165510
LBFGS:   30 07:33:13     -165.634750        0.181281
LBFGS:   31 07:33:13     -165.639321        0.157387
LBFGS:   32 07:33:13     -165.644377        0.105102
LBFGS:   33 07:33:13     -165.651134        0.122742
LBFGS:   34 07:33:13     -165.661579        0.117614
LBFGS:   35 07:33:13     -165.670687        0.147389
LBFGS:   36 07:33:13     -165.675245        0.144353
LBFGS:   37 07:33:13     -165.677355        0.123036
LBFGS:   38 07:33:13     -165.680610        0.102221
LBFGS:   39 07:33:13     -165.685690        0.118423
LBFGS:   40 07:33:13     -165.691404        0.093480
LBFGS:   41 07:33:13     -165.694568        0.083752
LBFGS:   42 07:33:13     -165.696038        0.074906
LBFGS:   43 07:33:13     -165.696896        0.063140
LBFGS:   44 07:33:13     -165.699109        0.051380
LBFGS:   45 07:33:14     -165.701992        0.056631
LBFGS:   46 07:33:14     -165.704469        0.058350
LBFGS:   47 07:33:14     -165.705549        0.062434
LBFGS:   48 07:33:14     -165.706144        0.052991
LBFGS:   49 07:33:14     -165.706708        0.041812
LBFGS:   50 07:33:14     -165.708106        0.050201
LBFGS:   51 07:33:14     -165.709848        0.044607
LBFGS:   52 07:33:14     -165.711285        0.069908
LBFGS:   53 07:33:14     -165.712076        0.076282
LBFGS:   54 07:33:14     -165.712673        0.070828
LBFGS:   55 07:33:14     -165.713648        0.057398
LBFGS:   56 07:33:14     -165.715518        0.051428
LBFGS:   57 07:33:14     -165.718246        0.048249
LBFGS:   58 07:33:14     -165.720514        0.066858
LBFGS:   59 07:33:14     -165.721432        0.062026
LBFGS:   60 07:33:15     -165.722016        0.048363
LBFGS:   61 07:33:15     -165.722526        0.036053
LBFGS:   62 07:33:15     -165.723555        0.028312
LBFGS:   63 07:33:15     -165.724474        0.030404
LBFGS:   64 07:33:15     -165.725105        0.028933
LBFGS:   65 07:33:15     -165.725333        0.025835
LBFGS:   66 07:33:15     -165.725507        0.022523
LBFGS:   67 07:33:15     -165.725779        0.016300
